manufacturer,model,vehicle_type
ford,econoline e-2500,truck
,Isuzu Pup Diesel,unknown
chevrolet,equinox ltz awd 4dr su,SUV
infiniti,g-37,unknown
chrysler,300-c,unknown
ford,f-250 super duty xlt 4x4 4d,truck
ford,escape xls value 4wd 4dr su,SUV
toyota,tacoma *stout *1900 *show classic old pu,truck
ford,mustang convertible power top automatic local clean carfax,sport
chevrolet,corvette automatic - 5l - v8 - overhead valves (ohv) 16v - low low miles - clean car fax,unknown
nissan,frontier standard 2dr *king cab* standard 5 speed *manual *low miles *clean carfax *local *pickup,truck
ram,2500 5.9l - cummins diesel - 4x4 - 8ft lb - clean car fax,truck
hyundai,sonata se sedan clean carfax,sedan
jeep,wrangler x *4x4 *6 *speed *manual *local *suv 1-owner,SUV
ford,fusion se 4dr sedan automatic low miles clean carfax,sedan
ram,3500 4x4 laramie 4dr crew cab 8 ft. lb srw pickup lifted off road wheels & tires,truck
jeep,wrangler unlimited sahara 4wd hard top automatic clean carfax***4x4 suv,SUV
volkswagen,jetta se pzev local car,sedan
rover,sport 4x4 - hse lux - 4dr suv - clean carfax,SUV
jeep,wrangler unlimited 4x4 sport 1-owner local suv hard top automatic,SUV
infiniti,qx56 4x4 5.6l v8 400hp 3row seats clean car fax local s dvd local suv,SUV
audi,q5 2.0t quattro premium plus *nav *moon roof *clean *carfax local *s*u*v,unknown
ram,1500 4x4 express 4dr quad cab 6.3 ft sb pickup truck clean carfax 2-owner local truck,truck
bmw,128i 2dr coup automatic clean carfax local vehicle,unknown
ram,2500 cummins 6.7 - tradesman - 4x4 - crew cab - 8ft - - lifted,truck
ram,1500 4x4 express 4dr quad cab 6.3 sb pickup clean carfax,truck
ram,1500 *4x4-slt 4dr -crew cab sb -pickup *local *truck,truck
porsche,cayenne awd - s - hybrid - 4dr suv - clean car fax,SUV
,Maserati GranTurismo Sport V8 Automatic Clean carfax,unknown
nissan,altima 2.5 s automatic good gas miles good family car,sedan
toyota,tundra 4x4 limited 4dr cremax cab pickup (5.7 v8),truck
subaru,wrx awd sti series hyperblue 6 speed manual,unknown
rover,sport awd hse 3.0l supercharged v6 clean carfax,sport
ford,f-350 super duty platinum 4,truck
chevrolet,trax automatic - awd - lt - clean car fax - local suv suv,SUV
toyota,tundra 4x4 - sr5 - crewmax cab - 5.7l v8 - 1-owner - local truck,truck
toyota,rav4 awd*limited 4dr suv 1-*owner clean carfax local *suv*loaded*,SUV
toyota,highlander le - awd suv - local - clean car fax,SUV
toyota,camry se *4dr *sedan 1-*owner *clean carfax *local *car *leather *back of *camera,sedan
ram,2500 *tradesman*4x4 *4dr -*crew *cab *lifted *1-*owner,truck
gmc,sierra 1500 *4x4 sle *4dr *crew cab 5.8 ft sb clean carfax *local *truck *leather,truck
volkswagen,tiguan *awd 2.0t se *4motion *clean carfax local suv,SUV
ford,flex limited 4dr crossover,sport
toyota,corolla s 4dr sedan,sedan
ram,pickup 3500 slt 4x4 4dr,truck
ford,f-350 lifted diesel super duty 6 passenger bench seats,truck
ford,f-350 super duty lariat 4x4 lifted double roof diesel,truck
kia,soul 5dr wgn man base,unknown
cadillac,escalade esv 4dr awd platinum edition,unknown
volkswagen,touareg 4dr vr6 exec,unknown
toyota,tacoma xtracab v6 auto 4wd (natl),truck
toyota,"tundra 4wd double 145.7"" 4.7l v8 ltd (gs)",truck
chevrolet,suburban 4dr 1500 4wd lt,truck
honda,pilot ex sport utility,SUV
nissan,van 1987,unknown
gmc,acadia awd 4dr slt1,unknown
dodge,journey fwd 4dr sxt,unknown
gmc,"sierra 1500 ext cab 143.5"" wb 4wd slt",truck
toyota,prius touring hybrid,unknown
acura,rl 3.5 5l awd rlx,unknown
subaru,forester awd 2.5 limited,SUV
subaru,outback awd 3.6r limited,SUV
subaru,outback awd touring 4dr c,SUV
subaru,outback awd limited 4dr c,SUV
subaru,forester awd 2.5x 4dr wag,SUV
subaru,forester awd 2.5i 4dr wag,SUV
subaru,outback awd 2.5i limited,SUV
subaru,wrx awd premium 4dr sedan,sedan
subaru,forester awd touring 4dr,SUV
subaru,outback awd 3.6r touring,SUV
subaru,forester 2.5i awd 4dr wag,SUV
gmc,yukon 4wd 4dr 1500 sle,truck
ram,2500 4dr quad cab 160.5 4wd slt,truck
ford,f150 super cab fx4 6-1/2,truck
ram,"1500 4wd crew cab 140.5"" slt",truck
ford,ranger 4dr supercab 4.0l xlt 4wd,truck
ford,"explorer sport trac 4dr 126"" wb 4wd xlt premium",SUV
cadillac,cts sedan 4dr sdn 3.0l luxury awd,sedan
chevrolet,tahoe 4wd 4dr 1500 lt w/1lt,truck
volkswagen,tiguan fwd 4dr sel,unknown
gmc,jimmy slt 4x4,unknown
toyota,"tundra 4wd double 145.7"" 5.7l v8 ltd (natl",truck
chevrolet,"silverado 2500hd 2wd ext cab 157.5"" ltz",truck
gmc,"sierra 1500 4wd ext cab 143.5"" sle1",truck
toyota,avalon 4dr sdn xls w/bench seat,unknown
ford,e-series cargo e 250 3dr e,unknown
volkswagen,jetta se pzev *automatic *leather *moon roof local car,sedan
mini,clubman cooper hatchback,unknown
,1999 wanderer,unknown
nissan,leaf sl hatchback,unknown
nissan,sentra sr turbo sedan,sedan
ram,pickup 1500 tradesman 4x,truck
ram,pickup 1500 laramie 4x4,truck
ford,transit connect cargo xlt 4,unknown
gmc,sierra all terrrain edition,truck
,Scion xD Base 4dr Hatchback 5M,unknown
chevrolet,silverado 2500hd lt 4d,truck
honda,prelude 2dr coupe 2.3l si 5-spd,sport
chevrolet,raverse ltz,unknown
ram,d50 turbo diesel,unknown
ford,f-450 4 x 4 utility,truck
hyundai,kona ev,unknown
,1965 amc rambler,unknown
kia,optima certified preowend,sedan
bmw,320i e21,unknown
ford,"f-150 supercrew 139"" lariat 4wd",truck
dodge,journey awd 4dr sxt,unknown
ford,flatbed,unknown
fiat,spider 2000,unknown
hyundai,santa fe awd 4dr i4 auto gls,unknown
chevrolet,impala 4dr sdn lt fleet,sedan
bmw,325i premium sport package clean carfax,sport
lexus,is 250 *awd 2.5 v6 *nav *clean carfax *local *car,unknown
chevrolet,tahoe 4x4 ltz 4dr suv loaded dvd leather moon roof,SUV
toyota,highlander le - awd suv -,SUV
,madza b2200,unknown
chevrolet,custom 20 deluxe 8 350,unknown
mitsubishi,delica 4wd,unknown
acura,rdx awd low miles,unknown
dodge,dart ralley,unknown
volvo,240 sedan 4d,sedan
bmw,128ic,unknown
hyundai,sonata hybrid limited 2.0l w/blue pearl interior,sedan
nissan,versa 4dr sdn cvt 1.6 sv,unknown
honda,accord sdn ex-l v6 at,sedan
ford,"f-150 supercrew 139"" xlt 4wd",truck
mazda,6 i touring,unknown
mazda,mazda3 4dr sdn auto i sport,sport
chevrolet,"silverado 1500 4wd crew cab 143.5"" ls",truck
toyota,camry solara 2dr cpe se v6 auto (natl),sedan
ford,"super duty f-250 crew cab 172"" xlt 4wd",truck
ford,edge se automatic,unknown
ford,super duty f-350 srw lariat automatic,truck
ford,flex limited automatic,unknown
,1965 F-100,unknown
bmw,328xi touring,unknown
toyota,prius hybrid fwd auto,unknown
lexus,es es 350 es350,unknown
kia,soul + plus automatic,unknown
nissan,rogue sport awd,sport
toyota,86 2dr coupe 6a backup c,sport
,Scion tC Hatchback Coupe,unknown
subaru,impreza 5sp manual,unknown
ford,expedition limited automatic,unknown
kia,niro ev certified preowend,unknown
volkswagen,farenheight jetta,sedan
ford,f-150 v6 power stroke diesel lariat fully loaded lifted,truck
gmc,sierra 3500 denali diesel lifted moon roof nav camera cooled,truck
chevrolet,silverado 2500 ltz lifted diesel 4x4 on 37's with 56k,truck
ford,"super duty f-250 supercab 158"" xlt 4wd",truck
,FROD E150 XLT,unknown
ram,pickup 1500 big horn 4x4,truck
toyota,camry base 4dr sedan 6a,sedan
jeep,patriot sport 4x4 4dr suv,SUV
ford,"""t""",unknown
acura,tl 3.2 sedan,sedan
ford,focus electric automatic,unknown
honda,accord se four door,sedan
subaru,legacy gt special edition,sport
ford,f-350 super duty xl 4dr sup,truck
ford,f750 service truck w crane,truck
chevrolet,express box van truck,truck
chevrolet,express 2500 carpet c,truck
honda,element dx suv,SUV
,Freightliner MT45 Step Van,unknown
mini,shuttle bus,unknown
mercedes-benz,sprinter 2500 pas,truck
ford,f650 service truck w crane,truck
,FREIGHTLINER M2 Service Truck w,unknown
,FREIGHTLINER M2 Concrete Saw Tr,unknown
ford,fiesta titanium 5-spd manu,unknown
gmc,savana arboc shuttle bus,unknown
ford,f750 boom bucket truck,truck
ford,e450 azure hybrid shuttle,unknown
,STERLING Acterra Lube Truck,unknown
gmc,c7500 enclosed service truc,unknown
chevrolet,equinox fwd 4dr ls,SUV
mitsubishi,fuso fe180 18' box t,unknown
chevrolet,express shuttle bus,sport
,Workhorse P42 Step Van,unknown
gmc,c7500 service truck w crane,truck
infiniti,qx60 pure awd,unknown
chevrolet,c4500 4x4 service tru,unknown
kia,soul ev +,unknown
ford,f550 super duty crew cab h,unknown
,INTERNATIONAL 4400 Service Truc,unknown
ram,3500 service truck w,truck
nissan,altima 2.5 sr automatic,sedan
ford,super duty f-250 srw king ranch automatic,truck
acura,tl 3.5l tech pkg awd,unknown
toyota,rav4 limited 4wd 4x4,SUV
jeep,grand cherokee laredo 4dr,SUV
ford,panel,unknown
mercedes-benz,gl-class gl350 bluetec suv,SUV
chevrolet,malibu 4dr sdn hybrid,sedan
rover,evoque hs,unknown
kia,optima certified preowned,sedan
dodge,2500 crewcab,truck
lexus,is 200fsport,sport
infiniti,qx56 luxury car,SUV
ford,f150 (northland edition),truck
toyota,prius (plug in),unknown
jeep,grand limited,unknown
ford,"f-150 4wd supercrew 150"" xlt",truck
lincoln,aviator awd premium,unknown
chevrolet,suburban 1500 4wd,truck
subaru,crosstrek sport,sport
chevrolet,silverado 1500 rst automatic,truck
mercedes-benz,e350 bluetec,unknown
ford,escape 4wd,SUV
toyota,highl,unknown
nissan,note,unknown
chevrolet,impala police pkg 9c1,sedan
kia,soul!,unknown
ford,mustang ecoboost automatic,unknown
dodge,durango gt automatic,sport
hyundai,elantra sel automatic,unknown
acura,tsx tech pkg automatic,unknown
nissan,altima 2.5 sv automatic,sedan
acura,tlx w/advance pkg automatic,unknown
lexus,es es 350 automatic,unknown
lexus,ls 460 automatic,unknown
,base model pickup w/22RE,unknown
ram,3500 tradesman lifted diesel crewcab 4x4,truck
toyota,corolla le cvt,sedan
jeep,wrangler 2dr sport,SUV
volkswagen,gti 2dr hb man pzev,sport
ford,f-150 supercab 163 xlt,truck
chrysler,200 4dr sdn limited,unknown
dodge,grand caravan 4dr wgn r/t,unknown
gmc,sierra 2500hd crew cab 153,truck
ram,2500 laramie crew cab 6'4,truck
ram,1500 crew cab 140.5 outdoo,truck
toyota,tacoma reg cab manual,truck
mercedes-benz,c-class 4dr sdn c,sport
gmc,terrain 4dr slt,unknown
honda,civic ex cvt w/honda sens,sedan
ford,focus se sport,sport
,international harvester scout,unknown
dodge,durango 4dr crew,unknown
chrysler,200 4dr sdn limited pl,unknown
jeep,cherokee 4dr limited,SUV
jeep,wrangler unlimited jk,SUV
,multiple,unknown
honda,crv ex l awd,unknown
chevrolet,tahoe z-71 4x4,SUV
ford,f250 flat bed 4x4,truck
,1974 CJ5,unknown
pontiac,astre,unknown
honda,pilot 4x4,SUV
jeep,liberty 4dr limited,unknown
bmw,5 series 4dr sdn 535i xdriv,unknown
mazda,cx-5 signature,unknown
nissan,juke 5dr wgn cvt sv fwd,unknown
toyota,yaris ia auto,unknown
kia,optima 4dr sdn 2.4l auto ex,sedan
mazda,tribute 2.0l man dx,unknown
ford,f-150 super crew platinum,truck
ford,escort lx wagon,unknown
ford,350 4×4 dauly,unknown
volkswagen,jetta 2.0t gli sel,sedan
ford,expedition loaded,unknown
ford,super duty f-250 pickup la,truck
ford,f150 (eco boost) 4x4,truck
kia,forte sedan,sedan
acura,mdx sh- w/tech,unknown
bmw,x & 2019,unknown
cadillac,dts premium,unknown
dodge,short flatbed,unknown
,328 i,unknown
kia,rio sedan 4d,sedan
nissan,versa splus,unknown
toyota,tacoma xtra cab,truck
,Suburu Crosstrek,unknown
ram,2500 cummins ho,truck
ford,super duty f-650 straight frame,truck
jeep,grand cherokee laredo 4x4 4,SUV
,Kenworth T300 4X2 2dr Chassis,unknown
,Mitsbishi MiEV,unknown
,northern lite,unknown
,Ford-250,unknown
ford,f350 xlt crew cab 4x4,truck
chevrolet,tahoe 4x4 lt,SUV
subaru,awd premium crosstrek,sport
hyundai,santa fe 4x4 gls,unknown
gmc,sierra 2500hd slt 4wd crew,truck
ford,superduty 4x4 diesel,unknown
toyota,tacoma 4x4 limited,truck
chrysler,town and country ex,unknown
,Custom cab C20,unknown
chevrolet,chevelle ss clone,sport
ford,expedition king ranch,unknown
,chev-ford,unknown
bmw,328i xdrive gran turismo,unknown
,1961 Oldsmobile 98,unknown
ford,f-450 super duty 4x4 4dr cr,truck
ram,pickup 3500 laramie 4x,truck
,2008 Crown Victoria Interceptor,unknown
chevrolet,colorado regular cab,truck
ford,f-550 xl 2wd flatbed 7.3 li,unknown
chevrolet,w5500 isuzu dump,unknown
gmc,15 passenger van,sport
chevrolet,k30 4x4,unknown
,f350,unknown
,1995 corvette,unknown
ford,e-350 4x4 quadravan,unknown
,1998 E350,unknown
ford,f-250 7.3,truck
,2005 rx8,unknown
mercedes-benz,sl 450r,unknown
,old coupe,unknown
ram,pickup 1500 express 4x4,truck
ford,transit cargo 250 3dr swb l,unknown
chrysler,pacifica touring plus 4,unknown
mitsubishi,lancer rhd,unknown
,GMS Vandura,unknown
mini,cooper 2dr coupe base,sport
bmw,m340xi,unknown
,1998 itas,unknown
dodge,rat rod,unknown
ford,f450 diesel powerstroke,truck
ford,boyertown,unknown
,Samurai JLX,unknown
audi,100 cs quattro wagon,unknown
chevrolet,custom,unknown
toyota,tundra platinum lifted,truck
dodge,5 window,unknown
dodge,sportsman trans van,sport
chevrolet,silverado 3500hd ltz 4,truck
gmc,100 pick-up truck,truck
ram,2500 mega cab lifted,truck
,HUDSON Convertible,unknown
gmc,c4500 4x4,unknown
,olds coupe,unknown
ford,fiesta se 4dr sedan,sedan
ford,mustang gt premium 2dr conv,sport
honda,"civic ex, gas saver, reli",sedan
chevrolet,suburban ltz 1500 3rd,truck
toyota,tacoma lifted trd off ro,truck
nissan,cargo van nv2500,truck
gmc,sierra 3500hd srw denali,truck
ford,super duty f-250 srw king,truck
ford,winstar,unknown
mercury,grand marquis limited,unknown
ford,focus 5dr hb se,unknown
chevrolet,silverado 1500 ltz t,truck
ford,escort xz2,unknown
gmc,sierra 1500 sle 4x4 4dr exte,truck
,International DT4400,unknown
ford,f-350 super duty crwc,truck
ram,5500 crew cab flatbed,unknown
,Peterbilt Hino International,unknown
honda,civic hybrid 4dr sedan,sedan
gmc,sierra 3500hd sle 4x4 4dr do,truck
ford,and freightliner,unknown
ford,ranger local trade in low,truck
ford,c-max energi hatchback se,unknown
,2010 Freightliner Cascadia,unknown
,PONTAIC,unknown
ford,custom f150 4x4,truck
honda,crv se awd,unknown
chevrolet,astro.,unknown
,International KB-2,unknown
,Damon Workhorse,unknown
,1983 Trans Am,unknown
mercury,couger,unknown
mini,t campervn,unknown
volkswagen,bus camper,unknown
,89’ geo tracker,unknown
dodge,1989 cummins truck,truck
mercedes-benz,300d turbodiesel,unknown
dodge,grand cara passenger sxt,sport
jeep,wranler yj,unknown
bmw,e36,unknown
jeep,wrangler unlimited jl,SUV
ford,mustang gt500,sport
ford,mustang gt roush stage 2,sport
ford,mustang gt350,sport
audi,s4 quattro premium plus,unknown
,1986 isuzu trooper,unknown
ram,3500 st,truck
honda,ridgeline 4x4 rtl! local a,unknown
bmw,3 series m3,unknown
,Saab 9-5 Linear 2.3t 4dr Turbo,unknown
bmw,z3 3.2l,unknown
gmc,savana - collins body,unknown
audi,a4 4wd,unknown
,Maserati GranTurismo S,unknown
,MAZDA6,unknown
,VOVLO XC60,unknown
,toyots prius,unknown
porsche,911 gt3 touring,sport
toyota,sequoia limited 4x4,unknown
toyota,landcruiser 4x4,unknown
jeep,patriot sport 4dr suv,SUV
gmc,sierra 3500 hd denali,truck
volkswagen,jetta 4dr auto 1.4t,sedan
lexus,ls460 rwd,unknown
ram,1500 laramie sport,truck
toyota,camry hybrid 4dr sdn xle,sedan
ferrari,348 tb,unknown
mercedes-benz,benz e320 diesel,unknown
chevrolet,impala ltz luxury seda,sedan
audi,s8 quattro,unknown
mercedes-benz,c-class c230,sport
toyota,camry 4dr sdn xle v6 auto,sedan
ford,torino convertible,sport
dodge,grand caravan 4dr wgn se 9,unknown
audi,rs 6 4.0t quattro avant,unknown
,1991 Volkwagen Transporter,unknown
bmw,550i gran turismo 550i,unknown
hyundai,sonata gls v6 4dr sedan,sedan
,Psion XB,unknown
chevrolet,trail boss lt,sport
chevrolet,impala 4dr sdn lt w/1,sedan
toyota,avalon xl/xls,unknown
audi,a6 awd,unknown
dodge,dart 4dr sdn sxt,unknown
,Toyoa Sienna,unknown
,1992 ChevyVan G10,unknown
mercedes-benz,gl550 4 matic,unknown
toyota,tundra limited limited 4,truck
audi,q5 2.0t quattro premium pl,unknown
chevrolet,impala lt fleet 4dr s,sedan
mercedes-benz,c-class 4dr sdn 3,sport
ford,f 150 pickup,truck
ford,f 150 pu,unknown
,1910 MAXWELL AA,unknown
honda,crosstour ex-l v6 clean,sport
toyota,highlander 4dr sport,SUV
toyota,prius three only 58k mil,unknown
ford,f-150 4wd,truck
hyundai,elantra se 2.0l auto,unknown
volvo,s40 2.4i 4dr sedan,sedan
toyota,tundra sr5 4dr v8 clean,truck
rover,sv autob,unknown
gmc,p30,unknown
subaru,legacy 2.5 gt,sport
ram,1500 quad cab sxt pic,truck
kia,soul 5dr wgn man +,unknown
ram,1500 quad cab slt pic,truck
toyota,camry hybrid hybrid *90 d,sedan
subaru,outback h6 3.0 only 114k,SUV
,AMG General Humvee,unknown
volvo,xc60 t6 awd momentum,unknown
honda,cr-v 4x4.,SUV
mercedes-benz,gl gl 450,unknown
jeep,grand cherokee laredo spor,SUV
ford,f-series,unknown
chevrolet,tahoe ltz sport utili,SUV
ford,explorer hybrid,SUV
toyota,sienna le 8 passenger 4d,sport
chevrolet,silverado 1500 ltz z7,truck
nissan,altima 2.5 clean title!,sedan
lexus,is 250 is250 350 is350,unknown
volkswagen,golf sportwagen 1.8t,sport
subaru,xv crosstrek 5dr cvt 2.0,sport
subaru,outback 4dr wgn h4 man 2.,SUV
ford,f-150 2wd supercrew 145 xl,truck
ford,expedition xl fleet,unknown
kia,forte5 lx auto,unknown
,Prius Hatchback,unknown
toyota,fj cruiser 4dr auto,unknown
bmw,x1 xdrive28i apple car play,unknown
mini,cooper s clubman all4 sign,unknown
ford,f150 xlt pickup,truck
lexus,nx 300h base,unknown
mercedes-benz,glc glc 300 4mati,unknown
ford,transit connect xl van,unknown
ford,transit t350 stakebed truck,truck
volkswagen,golf gti se,sport
gmc,terrain 4dr slt w/slt-1,unknown
cadillac,escalade 4dr premium,unknown
acura,tlx 4dr sdn fwd v6 advanc,unknown
cadillac,escalade platinum edit,unknown
audi,q7 3.0 tfsi premium plus,unknown
rover,td6 dies,unknown
audi,a6 4dr sdn quattro 3.0t pr,unknown
honda,civic touring cvt,sedan
hyundai,tucson awd 4dr gls *90 d,unknown
rover,velar d1,unknown
chevrolet,camaro 2dr cpe ss w/2,sport
volkswagen,golf r dcc & nav,unknown
mercedes-benz,gl-class gl450,sport
kia,borrego 2wd 4dr v6 ex,unknown
mercedes-benz,c 300 4matic amg,unknown
subaru,impreza 2.5i sedan 4d,sedan
lincoln,mkc 4dr,unknown
mini,hardtop 2 door cooper fwd,unknown
hyundai,elantra 4dr sdn auto gl,unknown
honda,accord 4dr i4 auto ex-l,sedan
lexus,rx 350 4dr f sport,sport
acura,mdx fwd 4dr w/advance,unknown
ford,f-450 super duty king ranch,truck
chrysler,200-series 4dr sdn tou,unknown
ram,3500 cummins laramie,truck
kia,soul ev 5dr wgn +,unknown
bmw,x3 xdrive28i sports activit,sport
ford,f-150 xl 3dr extended cab,truck
mercedes-benz,c-class c 63 amg®,sport
cadillac,cts 4dr sdn 2.0l turbo,unknown
toyota,camry le auto,sedan
toyota,corolla/s/ *90 day warran,sedan
bmw,4 series 430i xdrive gran c,unknown
nissan,altima 2017.5 2.5 sr sed,sedan
mercedes-benz,c-class c 400,sport
subaru,wrx limited manual,unknown
mercedes-benz,amg gt s carbon c,sport
nissan,sentra 4dr sdn i4 cvt s,unknown
ford,mustang gt fastback,sport
honda,fit 5dr hb man,unknown
chevrolet,equinox 4dr premier,SUV
honda,civic ex cvt,sedan
nissan,frontier se se 4dr crew cab,unknown
hyundai,kona limited dct,unknown
chrysler,town & country touring-l,unknown
ford,f-250 super duty xlt xlt 4dr supercab,truck
toyota,tacoma v6 v6 4dr double cab,truck
dodge,caravan passenger,sport
audi,s3 2.0t quattro prestige,unknown
kia,k900 luxury,unknown
audi,a5 2.0t premium,unknown
ford,expedition 5.4l eddie baue,unknown
kia,soul ev ev auto,unknown
subaru,outback touring xt,SUV
,Plymouth baracudda,unknown
rover,hse td6,unknown
toyota,tacoma regular cab picku,truck
subaru,xv crosstrek 2.0i premiu,sport
honda,civic fwd,sedan
volkswagen,jetta 4dr man 2.0l s,sedan
bmw,x5 4dr xdrive35i,SUV
chevrolet,astro awd pass van,sport
chrysler,town n country limited,unknown
bmw,3 series 325ci,unknown
ford,taurus limited fwd,unknown
jeep,compass latitude fwd,sport
audi,q5 hybrid 2.0t quattro pre,unknown
audi,a4 2.0t prestige,unknown
ford,focus 4dr sdn sel,unknown
buick,enclave 4dr cx,unknown
cadillac,cts sportwagon,sport
ram,1500 slt pickup 4d 6,truck
,am general m998 humvee,unknown
mini,hardtop 2 door cooper s fw,unknown
honda,accord hybrid touring sed,sedan
gmc,yukon xl denali 4dr 1500,truck
cadillac,escalade esv 4dr luxu,unknown
audi,sq5 3.0t prestige,unknown
volkswagen,jetta 2.0t gli se,sedan
chevrolet,malibu 4dr sdn lt,sedan
rover,velar r-,unknown
toyota,tercel dx 2dr coupe,sport
ford,c-700 tilt cab,unknown
chevrolet,silverado 2500 hd ext,truck
honda,civic cpe ex fwd,sedan
bmw,3 series 328d,unknown
ford,f150 reg short bed,truck
ford,f-150 stx pickup 2d 6 1/2,truck
nissan,rogue sport 2018.5 fwd s,sport
rover,hse adap,unknown
nissan,350z rwd,unknown
rover,evoque s,unknown
toyota,camry 4dr sdn i4 auto xl,sedan
audi,q7 3.0t sline prestige awd,unknown
bmw,x5 xdrive35d heated & c,SUV
,Karma Revero,unknown
subaru,legacy wagon gt,sport
mini,hardtop 4 door cooper s fw,unknown
honda,civic 2dr mt lx,sedan
nissan,murano 2017.5 sl,unknown
mercedes-benz,c 300 pano roof p,unknown
rover,sport 3.,sport
jeep,tj lwb,unknown
bmw,3 series 328d xdrive,unknown
,1946,unknown
mercedes-benz,cls cls 550 amg,unknown
bmw,325i sport wagon,sport
ford,e200 a econoline van,unknown
chevrolet,suburan k1500,truck
cadillac,seville sts v8,unknown
,Oldsmobile Bravada AWD  Smart Trak,unknown
audi,a4 3.0 avant quattro 6 speed manual,unknown
chrysler,town & country touring w/ sto-n-go,unknown
chevrolet,cobalt lt special edition,unknown
toyota,sienna ce 8-passenger,sport
chrysler,town & country touring lwb 4.0l w/ sto-n-go,unknown
chrysler,town & country touring lwb w/ sto-n-go,unknown
hyundai,sonata se 2.0t,sedan
ford,edge 4wd sel,unknown
ram,3500 slt 4dr quad cab dually 5.9l cummins long bed,truck
lexus,sc 400 coupe v8 automatic heated leather super clean,sport
,Merceds CLA 250,unknown
volvo,c30 t5 r-design 2.5l auto heated leather moon roof,unknown
ford,fiesta sedan,sedan
ford,explorer eddie bauer 4x4 v8 4.6l auto leather moon roof,SUV
subaru,legacy gt wagon,sport
jaguar,xf 2.0t automatic 52k gps heated leather moon roof,unknown
nissan,370z sport touring v6 3.7l 6 speed manual 1 owner,sport
dodge,caravan.,unknown
lincoln,mountaineer,unknown
infiniti,qx4 4x4,unknown
subaru,legacy (natl),unknown
infiniti,q70l navi,unknown
lincoln,premiere,unknown
subaru,forester 2.5xt,SUV
lexus,gx470 4wd,unknown
nissan,murano se,unknown
toyota,tacoma pickup,truck
gmc,sierra 1500 4x4 v8 5.3l automatic crew cab lifted 22s 33s,truck
volvo,xc90 3.2 awd 3.2l heated leather dvd tvs moon 1 owner,unknown
subaru,outback awd wagon only 72k low miles premium wheels,SUV
rover,sport hse 4x4 v8 auto gps heated leather moon roof,sport
toyota,"86 gt 2,0l automatic 15k lowered 18s 1 owner",sport
ford,ranger xlt 4x4 supercab only 42k v6 4.0l 5 speed 2 owners,truck
lexus,ct 200h premium hybrid gps heated leather moon 2 owners,unknown
bmw,z4 sdrive35i convertible sport premium m pkg leather,sport
volvo,xc60 t6 r-design premier plus leather pano gps 1 owner,unknown
chevrolet,silverado 2500 lt 4x4 v8 6.0l automatic crew cab short bed 1owner,truck
mercedes-benz,c 300 sport 4matic only 45k heated leather loaded,sport
bmw,x5 xdrive35i premium sport leather pano gps 20 niche,SUV
subaru,impreza wrx limited wagon turbo leather moon lowered 18s,unknown
gmc,sierra 1500 4dr extended cab 4x4 v8 automatic 1 owner no rust,truck
nissan,pathfinder le 3.5l automatic heated leather moon 3 row 43k,unknown
jeep,wrangler unlimited sport 4x4 v6 auto hard top 107k clean,SUV
ford,f-250 lariat 4x4 7.3l power stroke 6 sp manual lb 1owner,truck
chevrolet,silverado 1500 lt2 4dr extended cab 4x4 v8 leather short bed,truck
dodge,nitro sxt 4x4 suv 3.7l automatic newer tires,SUV
jeep,wrangler unlimited sport 4x4 v6 3.6l auto newer tires,SUV
honda,fit ex-l 5 doors only 54k leather moon gps 2 owner,unknown
bmw,328i xdrive wagon awd red leather pano roof,unknown
ford,f-350 fx4 4x4 power stroke 6 speed manual long bed,truck
subaru,forester 2.5x wagon 2.5l 5 speed manual 1 owner,SUV
subaru,wrx sedan only 4200 miles 4cyl 2.0l turbo 1 owner,sedan
ford,mustang ecoboost premium convertible gps leather only 30k,sport
gmc,yukon slt 4x4 v8 auto leather seats 3 row seating loaded,SUV
ram,1500 laramie 4dr quad cab 4x4 v8 hemi leather moon 20s,truck
,HUMMER H2 Lux Series 4X4 V8 6.0L Auto Leather Moon New Tires,unknown
ford,focus titanium 5 doors heated leather moon 35k 1 owner,unknown
subaru,impreza 2.0i sport package 5 doors awd heated seats 1owner,sport
chevrolet,trailblazer ss awd v8 6.0l auto heated leather moon 1 owner,sport
audi,s5 quattro coupe v8 4.2l 6 speed manual leather moon,sport
toyota,corolla le 1.8l automatic sedan only 47k low miles 2 owner,sedan
toyota,4runner sr5 4x4 v6 automatic suv lifted new 33 tires,SUV
mercedes-benz,glk glk 350 4matic 78k leather pano roof gps loaded,unknown
ford,f-350 lariat 4dr supercab 7.3l power stroke dually,truck
ram,1500 slt 4x4 81k v8 hemi crew cab 20s newer tires,truck
buick,enclave cxl-2 awd gps leather dual roof 3 row loaded,unknown
subaru,impreza wrx sti limited build engine gt35 turbo leather moon 600hp,sport
chevrolet,silverado 1500 work truck v8 auto extended cab long bed 8ft,truck
ford,mustang convertible v6 premium automatic leather seats 68k,sport
mini,hardtop cooper automatic leather pano roof new tires,unknown
bmw,530i 6cyl automatic only 121k heated leather sport,sport
,Suzuki Grand Vitara Luxury 4dr SUV 4X4 Only 84K Leather Moon Roof,unknown
chevrolet,silverado 1500 lt1 crew cab lifted fox shocks 22 wheels leather,truck
ford,mustang v6 premium 6 speed manual 51k gps leather loaded,unknown
bmw,x1 xdrive28i awd gps heated leather backup camera,unknown
ford,excursion eddie bauer only 81k leather 3 row seating loaded,unknown
